seqname,tax_id,species_name
MATE_MAG_0214_Deltaproteobacteria_bacterium_RIFCSPLOWO2_02_FULL_42_39_Deltaproteobacteria,1797876,Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_42_39
MATE_MAG_0215_Desulfuromonadaceae_bacterium_GWC2_58_13_Deltaproteobacteria,1801896,Desulfuromonadaceae bacterium GWC2_58_13
MATE_MAG_0216_Syntrophobacterales_bacterium_GWF2_56_9_Deltaproteobacteria,1802288,Syntrophobacterales bacterium GWF2_56_9
MATE_MAG_0217_Syntrophobacterales_bacterium_RBG_19FT_COMBO_59_10_Deltaproteobacteria,1802289,Syntrophobacterales bacterium RBG_19FT_COMBO_59_10
MATE_MAG_0218_Syntrophus_sp._GWC2_56_31_Deltaproteobacteria,1802291,Syntrophus sp. GWC2_56_31
MATE_MAG_0219_Syntrophobacterales_bacterium_GWC2_56_13_Deltaproteobacteria,1802287,Syntrophobacterales bacterium GWC2_56_13
MATE_MAG_0220_Syntrophobacteraceae_bacterium_CG2_30_61_12_Deltaproteobacteria,1805379,Syntrophobacteraceae bacterium CG2_30_61_12
MATE_MAG_0221_Syntrophaceae_bacterium_CG2_30_58_14_Deltaproteobacteria,1805378,Syntrophaceae bacterium CG2_30_58_14
MATE_MAG_0222_Deltaproteobacteria_bacterium_CG2_30_43_15_Deltaproteobacteria,1805125,Deltaproteobacteria bacterium CG2_30_43_15
MATE_MAG_0223_Deltaproteobacteria_bacterium_CG2_30_66_27_Deltaproteobacteria,1805127,Deltaproteobacteria bacterium CG2_30_66_27
MATE_MAG_0224_Desulfobacteraceae_bacterium_CG2_30_51_40_Deltaproteobacteria,1805128,Desulfobacteraceae bacterium CG2_30_51_40
MATE_MAG_0225_Syntrophorhabdus_sp._PtaB.Bin006_Deltaproteobacteria,1811698,Syntrophorhabdus sp. PtaB.Bin006
MATE_MAG_0226_Syntrophorhabdus_sp._PtaB.Bin047_Deltaproteobacteria,1811700,Syntrophorhabdus sp. PtaB.Bin047
MATE_MAG_0227_Syntrophus_sp._PtaB.Bin138_Deltaproteobacteria,1811711,Syntrophus sp. PtaB.Bin138
MATE_MAG_0228_Syntrophorhabdaceae_bacterium_PtaU1.Bin034_Deltaproteobacteria,1811715,Syntrophorhabdaceae bacterium PtaU1.Bin034
MATE_MAG_0229_Syntrophorhabdus_sp._PtaU1.Bin002_Deltaproteobacteria,1811702,Syntrophorhabdus sp. PtaU1.Bin002
MATE_MAG_0230_Syntrophorhabdus_sp._PtaU1.Bin050_Deltaproteobacteria,1811703,Syntrophorhabdus sp. PtaU1.Bin050
MATE_MAG_0231_Syntrophorhabdus_sp._PtaU1.Bin153_Deltaproteobacteria,1811705,Syntrophorhabdus sp. PtaU1.Bin153
MATE_MAG_0232_Syntrophorhabdus_sp._PtaB.Bin027_Deltaproteobacteria,1811699,Syntrophorhabdus sp. PtaB.Bin027
MATE_MAG_0233_Syntrophus_sp._PtaU1.Bin005_Deltaproteobacteria,1811712,Syntrophus sp. PtaU1.Bin005
MATE_MAG_0234_Syntrophus_sp._PtaB.Bin001_Deltaproteobacteria,1811710,Syntrophus sp. PtaB.Bin001
MATE_MAG_0235_Syntrophus_sp._PtaB.Bin075_Deltaproteobacteria,1823758,Syntrophus sp. PtaB.Bin075
MATE_MAG_0236_Syntrophorhabdus_sp._PtaU1.Bin058_Deltaproteobacteria,1811704,Syntrophorhabdus sp. PtaU1.Bin058
MATE_MAG_0237_Smithella_sp._PtaU1.Bin162_Deltaproteobacteria,1811697,Smithella sp. PtaU1.Bin162
MATE_MAG_0238_Syntrophaceae_bacterium_PtaU1.Bin231_Deltaproteobacteria,1811718,Syntrophaceae bacterium PtaU1.Bin231
MATE_MAG_0239_Desulfobacteraceae_bacterium_4572_87_Deltaproteobacteria,1972443,Desulfobacteraceae bacterium 4572_87
MATE_MAG_0240_Deltaproteobacteria_bacterium_37-65-8_Deltaproteobacteria,1970507,Deltaproteobacteria bacterium 37-65-8
MATE_MAG_0241_Desulfarculales_bacterium_UBA702_Deltaproteobacteria,1961527,Desulfarculales bacterium UBA702
MATE_MAG_0242_Geobacter_sp._UBA698_Deltaproteobacteria,1961402,Geobacter sp. UBA698
MATE_MAG_0243_Desulfarculales_bacterium_UBA696_Deltaproteobacteria,1961526,Desulfarculales bacterium UBA696
MATE_MAG_0244_Syntrophaceae_bacterium_UBA1411_Deltaproteobacteria,1961418,Syntrophaceae bacterium UBA1411
MATE_MAG_0245_Deltaproteobacteria_bacterium_UBA1386_Deltaproteobacteria,1948537,Deltaproteobacteria bacterium UBA1386
MATE_MAG_0246_Desulfovibrio_sp._UBA1335_Deltaproteobacteria,1961405,Desulfovibrio sp. UBA1335
MATE_MAG_0247_Syntrophaceae_bacterium_UBA1164_Deltaproteobacteria,1961417,Syntrophaceae bacterium UBA1164
MATE_MAG_0248_Geobacter_sp._UBA1603_Deltaproteobacteria,1961387,Geobacter sp. UBA1603
MATE_MAG_0249_Desulfobulbaceae_bacterium_UBA2213_Deltaproteobacteria,1961543,Desulfobulbaceae bacterium UBA2213
MATE_MAG_0250_Smithella_sp._UBA2180_Deltaproteobacteria,1961382,Smithella sp. UBA2180
MATE_MAG_0251_Syntrophaceae_bacterium_UBA2188_Deltaproteobacteria,1961421,Syntrophaceae bacterium UBA2188
MATE_MAG_0252_Desulfobacteraceae_bacterium_UBA2156_Deltaproteobacteria,1961529,Desulfobacteraceae bacterium UBA2156
MATE_MAG_0253_Deltaproteobacteria_bacterium_UBA2221_Deltaproteobacteria,1948540,Deltaproteobacteria bacterium UBA2221
MATE_MAG_0254_Desulfobacteraceae_bacterium_UBA2130_Deltaproteobacteria,1961528,Desulfobacteraceae bacterium UBA2130
MATE_MAG_0255_Desulfuromonadaceae_bacterium_UBA2294_Deltaproteobacteria,1961570,Desulfuromonadaceae bacterium UBA2294
MATE_MAG_0256_Desulfobulbaceae_bacterium_UBA2262_Deltaproteobacteria,1961545,Desulfobulbaceae bacterium UBA2262
MATE_MAG_0257_Desulfobulbaceae_bacterium_UBA2248_Deltaproteobacteria,1961544,Desulfobulbaceae bacterium UBA2248
MATE_MAG_0258_Geobacter_sp._UBA2265_Deltaproteobacteria,1961390,Geobacter sp. UBA2265
MATE_MAG_0259_Syntrophaceae_bacterium_UBA2280_Deltaproteobacteria,1961427,Syntrophaceae bacterium UBA2280
MATE_MAG_0260_Desulfobulbaceae_bacterium_UBA2270_Deltaproteobacteria,1961546,Desulfobulbaceae bacterium UBA2270
MATE_MAG_0261_Syntrophaceae_bacterium_UBA2251_Deltaproteobacteria,1961426,Syntrophaceae bacterium UBA2251
MATE_MAG_0262_Desulfobulbaceae_bacterium_UBA2775_Deltaproteobacteria,1961549,Desulfobulbaceae bacterium UBA2775
MATE_MAG_0263_Geobacter_sp._UBA4078_Deltaproteobacteria,1961394,Geobacter sp. UBA4078
MATE_MAG_0264_Syntrophaceae_bacterium_UBA4065_Deltaproteobacteria,1961431,Syntrophaceae bacterium UBA4065
MATE_MAG_0265_Syntrophaceae_bacterium_UBA4059_Deltaproteobacteria,1961430,Syntrophaceae bacterium UBA4059
MATE_MAG_0266_Smithella_sp._UBA4047_Deltaproteobacteria,1961383,Smithella sp. UBA4047
MATE_MAG_0267_Geobacter_sp._UBA4057_Deltaproteobacteria,1961392,Geobacter sp. UBA4057
MATE_MAG_0268_Desulfobulbaceae_bacterium_UBA4056_Deltaproteobacteria,1961550,Desulfobulbaceae bacterium UBA4056
MATE_MAG_0269_Syntrophaceae_bacterium_UBA4816_Deltaproteobacteria,1961439,Syntrophaceae bacterium UBA4816
MATE_MAG_0270_Syntrophaceae_bacterium_UBA4810_Deltaproteobacteria,1961438,Syntrophaceae bacterium UBA4810
MATE_MAG_0271_Syntrophaceae_bacterium_UBA4778_Deltaproteobacteria,1961434,Syntrophaceae bacterium UBA4778
MATE_MAG_0272_Deltaproteobacteria_bacterium_UBA5329_Deltaproteobacteria,1948550,Deltaproteobacteria bacterium UBA5329
MATE_MAG_0273_Deltaproteobacteria_bacterium_UBA5205_Deltaproteobacteria,1948549,Deltaproteobacteria bacterium UBA5205
MATE_MAG_0274_Desulfomicrobium_sp._UBA5193_Deltaproteobacteria,1961404,Desulfomicrobium sp. UBA5193
MATE_MAG_0275_Desulfobulbaceae_bacterium_UBA5121_Deltaproteobacteria,1961551,Desulfobulbaceae bacterium UBA5121
MATE_MAG_0276_Desulfobulbaceae_bacterium_UBA5123_Deltaproteobacteria,1961552,Desulfobulbaceae bacterium UBA5123
MATE_MAG_0277_Deltaproteobacteria_bacterium_UBA5799_Deltaproteobacteria,1948558,Deltaproteobacteria bacterium UBA5799
MATE_MAG_0278_Syntrophaceae_bacterium_UBA5764_Deltaproteobacteria,1961447,Syntrophaceae bacterium UBA5764
MATE_MAG_0279_Deltaproteobacteria_bacterium_UBA5756_Deltaproteobacteria,1948556,Deltaproteobacteria bacterium UBA5756
MATE_MAG_0280_Desulfobulbaceae_bacterium_UBA5750_Deltaproteobacteria,1961557,Desulfobulbaceae bacterium UBA5750
MATE_MAG_0281_Geobacter_sp._UBA5735_Deltaproteobacteria,1961397,Geobacter sp. UBA5735
MATE_MAG_0282_Syntrophaceae_bacterium_UBA5726_Deltaproteobacteria,1961443,Syntrophaceae bacterium UBA5726
MATE_MAG_0283_Smithella_sp._UBA5724_Deltaproteobacteria,1961384,Smithella sp. UBA5724
MATE_MAG_0284_Desulfobacteraceae_bacterium_UBA5681_Deltaproteobacteria,1961540,Desulfobacteraceae bacterium UBA5681
MATE_MAG_0285_Smithella_sp._UBA6208_Deltaproteobacteria,1961385,Smithella sp. UBA6208
MATE_MAG_0286_Geobacter_sp._UBA6151_Deltaproteobacteria,1961399,Geobacter sp. UBA6151
MATE_MAG_0287_Desulfobacteraceae_bacterium_UBA5616_Deltaproteobacteria,1961538,Desulfobacteraceae bacterium UBA5616
MATE_MAG_0288_Desulfobulbaceae_bacterium_UBA5611_Deltaproteobacteria,1961555,Desulfobulbaceae bacterium UBA5611
MATE_MAG_0289_Desulfovibrio_sp._UBA6079_Deltaproteobacteria,1961408,Desulfovibrio sp. UBA6079
MATE_MAG_0290_Syntrophaceae_bacterium_UBA5828_Deltaproteobacteria,1961448,Syntrophaceae bacterium UBA5828
MATE_MAG_0291_Syntrophaceae_bacterium_UBA6087_Deltaproteobacteria,1961450,Syntrophaceae bacterium UBA6087
MATE_MAG_0292_Desulfobulbaceae_bacterium_UBA6913_Deltaproteobacteria,1961558,Desulfobulbaceae bacterium UBA6913
MATE_MAG_0293_Smithella_sp._UBA6798_Deltaproteobacteria,1961386,Smithella sp. UBA6798
MATE_MAG_0294_Desulfovibrionaceae_bacterium_UBA6814_Deltaproteobacteria,1961567,Desulfovibrionaceae bacterium UBA6814
MATE_MAG_0295_Desulfovibrio_sp._UBA7315_Deltaproteobacteria,1961411,Desulfovibrio sp. UBA7315
MATE_MAG_0296_Syntrophaceae_bacterium_UBA7520_Deltaproteobacteria,1961456,Syntrophaceae bacterium UBA7520
MATE_MAG_0297_Syntrophaceae_bacterium_UBA7544_Deltaproteobacteria,1961457,Syntrophaceae bacterium UBA7544
MATE_MAG_0298_Geobacter_sp._UBA7696_Deltaproteobacteria,1961403,Geobacter sp. UBA7696
MATE_MAG_0299_Desulfobacter_sp._ARS36_Deltaproteobacteria,2289,Desulfobacter
MATE_MAG_0300_Desulfovibrio_sp._SP109_91617_Deltaproteobacteria,885,Desulfovibrio sp.
MATE_MAG_0301_Deltaproteobacteria_bacterium_NP36_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0302_Desulfotalea_sp._NORP6_Deltaproteobacteria,2030813,Desulfotalea sp.
MATE_MAG_0303_Deltaproteobacteria_bacterium_YD0425bin51_Deltaproteobacteria,2032657,Deltaproteobacteria bacterium YD0425bin51
MATE_MAG_0304_Syntrophobacteraceae_bacterium_CG07_land_8_20_14_0_80_61_8_Deltaproteobacteria,1974095,Syntrophobacteraceae bacterium CG07_land_8_20_14_0_80_61_8
MATE_MAG_0305_Deltaproteobacteria_bacterium_CG06_land_8_20_14_3_00_44_19_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0306_Syntrophobacterales_bacterium_CG03_land_8_20_14_0_80_58_14_Deltaproteobacteria,1974100,Syntrophobacterales bacterium CG03_land_8_20_14_0_80_58_14
MATE_MAG_0307_Deltaproteobacteria_bacterium_CG03_land_8_20_14_0_80_45_14_Deltaproteobacteria,1973969,Deltaproteobacteria bacterium CG03_land_8_20_14_0_80_45_14
MATE_MAG_0308_Deltaproteobacteria_bacterium_CG17_big_fil_post_rev_8_21_14_2_50_51_6_Deltaproteobacteria,1973978,Deltaproteobacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_51_6
MATE_MAG_0309_Deltaproteobacteria_bacterium_CG_4_8_14_3_um_filter_51_11_Deltaproteobacteria,1973963,Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_51_11
MATE_MAG_0310_Deltaproteobacteria_bacterium_CG_4_8_14_3_um_filter_45_9_Deltaproteobacteria,1973962,Deltaproteobacteria bacterium CG_4_8_14_3_um_filter_45_9
MATE_MAG_0311_Deltaproteobacteria_bacterium_CG_4_10_14_3_um_filter_51_14_Deltaproteobacteria,1973959,Deltaproteobacteria bacterium CG_4_10_14_3_um_filter_51_14
MATE_MAG_0312_Deltaproteobacteria_bacterium_CG_4_9_14_3_um_filter_44_9_Deltaproteobacteria,1973965,Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_44_9
MATE_MAG_0313_Deltaproteobacteria_bacterium_CG_4_9_14_3_um_filter_65_9_Deltaproteobacteria,1973968,Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_65_9
MATE_MAG_0314_Deltaproteobacteria_bacterium_CG11_big_fil_rev_8_21_14_0_20_49_13_Deltaproteobacteria,1973976,Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_49_13
MATE_MAG_0315_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-6_Deltaproteobacteria,2013756,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-6
MATE_MAG_0316_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-21_Deltaproteobacteria,2013749,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-21
MATE_MAG_0317_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-2_Deltaproteobacteria,2013747,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-2
MATE_MAG_0318_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-15_Deltaproteobacteria,2013742,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-15
MATE_MAG_0319_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-13_Deltaproteobacteria,2013740,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-13
MATE_MAG_0320_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-12_Deltaproteobacteria,2013739,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-12
MATE_MAG_0321_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-1_Deltaproteobacteria,2013736,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-1
MATE_MAG_0322_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-4_Deltaproteobacteria,2013754,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-4
MATE_MAG_0323_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-3_Deltaproteobacteria,2013753,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-3
MATE_MAG_0324_Deltaproteobacteria_bacterium_HGW-Deltaproteobacteria-18_Deltaproteobacteria,2013745,Deltaproteobacteria bacterium HGW-Deltaproteobacteria-18
MATE_MAG_0325_Desulfuromonas_sp._BM501_sc_1449_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0326_Desulfuromonas_sp._BM508_sc_255_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0327_Desulfuromonas_sp._BM304_sc_825_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0328_Desulfuromonas_sp._BM302_sc_866_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0329_Desulfobulbaceae_bacterium_BM506_sc_223_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0330_Desulfobulbaceae_bacterium_BM004_sc_3649_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0331_Desulfobacteraceae_bacterium_BM005_sc_3519_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0332_Deltaproteobacteria_bacterium_BM525_sc_1963_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0333_Deltaproteobacteria_bacterium_BM512_sc_460_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0334_Desulfuromonas_sp._BM709_sc_15225_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0335_Desulfuromonas_sp._BM707_sc_133_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0336_Desulfuromonas_sp._BM522_sc_1767_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0337_Desulfuromonas_sp._BM509_sc_169_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0338_Desulfuromonas_sp._BM103_sc_6408_Deltaproteobacteria,892,Desulfuromonas sp.
MATE_MAG_0339_bacterium_BMS3Bbin14_Deltaproteobacteria,1869227,bacterium
MATE_MAG_0340_Desulfobacteraceae_bacterium_BM002_sc_27910_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0341_Myxococcales_bacterium_fen_1138_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0342_Syntrophaceae_bacterium_bog_1111_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0343_Syntrophaceae_bacterium_bog_1109_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0344_Syntrophaceae_bacterium_bog_1108_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0345_Syntrophaceae_bacterium_bog_1107_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0346_Syntrophaceae_bacterium_bog_1110_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0347_Syntrophaceae_bacterium_bog_1171_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0348_Syntrophaceae_bacterium_fen_1165_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0349_Syntrophaceae_bacterium_fen_1168_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0350_Syntrophaceae_bacterium_fen_1166_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0351_Syntrophaceae_bacterium_fen_1164_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0352_Syntrophaceae_bacterium_fen_1160_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0353_Syntrophaceae_bacterium_fen_1159_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0354_Geobacter_sp._palsa_1151_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0355_Syntrophaceae_bacterium_fen_1146_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0356_Syntrophaceae_bacterium_fen_1145_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0357_Myxococcales_bacterium_fen_141_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0358_Syntrophaceae_bacterium_fen_1141_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0359_Myxococcales_bacterium_fen_1139_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0360_Myxococcales_bacterium_fen_1132_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0361_Syntrophaceae_bacterium_fen_1140_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0362_Myxococcales_bacterium_fen_1133_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0363_Myxococcales_bacterium_fen_1124_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0364_Myxococcales_bacterium_fen_1127_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0365_Myxococcales_bacterium_fen_1121_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0366_Myxococcales_bacterium_fen_1119_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0367_Myxococcales_bacterium_fen_1120_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0368_Myxococcales_bacterium_fen_1117_Deltaproteobacteria,2026763,Myxococcales bacterium
MATE_MAG_0369_Syntrophaceae_bacterium_bog_1157_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0370_Syntrophaceae_bacterium_bog_1172_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0371_Syntrophaceae_bacterium_bog_1156_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0372_Syntrophaceae_bacterium_bog_1155_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0373_Syntrophobacteraceae_bacterium_bog_1154_Deltaproteobacteria,2052185,Syntrophobacteraceae bacterium
MATE_MAG_0374_Syntrophaceae_bacterium_bog_1094_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0375_Syntrophaceae_bacterium_bog_1093_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0376_Syntrophaceae_bacterium_bog_1091_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0377_Syntrophaceae_bacterium_bog_1090_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0378_Syntrophaceae_bacterium_fen_1101_Deltaproteobacteria,2052184,Syntrophaceae bacterium
MATE_MAG_0379_Proteobacteria_bacterium_SZUA-275_Deltaproteobacteria,1977087,Proteobacteria bacterium
MATE_MAG_0380_Desulfobacterales_bacterium_SZUA-248_Deltaproteobacteria,2044940,Desulfobacterales bacterium
MATE_MAG_0381_Deltaproteobacteria_bacterium_SZUA-410_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0382_Desulfuromonadaceae_bacterium_SZUA-405_Deltaproteobacteria,2099677,Desulfuromonadaceae bacterium
MATE_MAG_0383_Deltaproteobacteria_bacterium_SZUA-384_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0384_Malonomonas_rubra_SZUA-375_Deltaproteobacteria,57040,Malonomonas rubra
MATE_MAG_0385_Desulfobulbaceae_bacterium_SZUA-575_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0386_Malonomonas_rubra_SZUA-542_Deltaproteobacteria,57040,Malonomonas rubra
MATE_MAG_0387_Desulfuromonadaceae_bacterium_SZUA-540__Deltaproteobacteria,2099677,Desulfuromonadaceae bacterium
MATE_MAG_0388_Halodesulfovibrio_sp._SZUA-473_Deltaproteobacteria,1912771,Halodesulfovibrio
MATE_MAG_0389_Geobacter_sp._GAC1_CM3_1000008_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0390_Deltaroteobacteria_bacterium_Glo_12_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0391_Desulfobacteraceae_bacterium_Glo_11_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0392_Desulfobacteraceae_bacterium_Glo_9_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0393_Desulfobacteraceae_bacterium_B1Sed10_16_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0394_Desulfonatronospira_sp._T1Sed10_59_Deltaproteobacteria,1962951,Desulfonatronospira sp.
MATE_MAG_0395_Desulfobulbaceae_bacterium_CSSed10_361_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0396_Desulfonatronospira_sp._T3Sed10_84_Deltaproteobacteria,1962951,Desulfonatronospira sp.
MATE_MAG_0397_Desulfonatronovibrio_sp._T3Sed10_324_Deltaproteobacteria,2099676,Desulfonatronovibrio sp.
MATE_MAG_0398_Desulfobacteraceae_bacterium_T3Sed10_121_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0399_Geobacter_sp._H2geo_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0400_Geobacter_sp._L1geo_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0401_Desulfobacteraceae_bacterium_SURF_33_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0402_Desulfobacteraceae_bacterium_SURF_4_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0403_Desulfobacteraceae_bacterium_SURF_7_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0404_Desulfarculus_sp._SURF_10_Deltaproteobacteria,2093367,Desulfarculus sp.
MATE_MAG_0405_Deltaproteobacteriaia_bacterium_B17_G16_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0406_Deltaproteobacteria_bacterium_B30_G6_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0407_Deltaproteobacteria_bacterium_B3_G2_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0408_Deltaproteobacteria_bacterium_B16_G4_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0409_Deltaproteobacteria_bacterium_B144_G9_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0410_Deltaproteobacteria_bacterium_J133_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0411_Deltaproteobacteria_bacterium_J040_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0412_Desulfuromonadales_bacterium_GT-UBC1_Deltaproteobacteria,2099678,Desulfuromonadales bacterium
MATE_MAG_0413_Desulfobacteraceae_bacterium_metabat2.783_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0414_Desulfobacteraceae_bacterium_maxbin2.1429_Deltaproteobacteria,2049433,Desulfobacteraceae bacterium
MATE_MAG_0415_Desulfonatronospira_sp._MSAO_Bac3_Deltaproteobacteria,2293857,Desulfonatronospira sp. MSAO_Bac3
MATE_MAG_0416_Geobacter_sp.metabat2.715_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0417_Desulfobulbus_sp._MAG_6_1_Deltaproteobacteria,895,Desulfobulbus sp.
MATE_MAG_0418_bacterium_FW300_bin.28_Deltaproteobacteria,1869227,bacterium
MATE_MAG_0419_Desulfobulbaceae_bacterium_Madre3_Deltaproteobacteria,2053307,Desulfobulbaceae bacterium
MATE_MAG_0420_Desulfovibrio_sp._Madre1_Deltaproteobacteria,885,Desulfovibrio sp.
MATE_MAG_0421_Deltaproteobacteria_bacterium_D1FN1.001_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0422_Smithella_sp._SDB_sulfate1_Deltaproteobacteria,2053614,Smithella sp.
MATE_MAG_0423_Deltaproteobacteria_bacterium_PowLak16_MAG18_Deltaproteobacteria,2026735,Deltaproteobacteria bacterium
MATE_MAG_0424_Geobacter_sp._H1geo_Deltaproteobacteria,46610,Geobacter sp.
MATE_MAG_0425_Syntrophobacter_sp._SbD1_Deltaproteobacteria,2043167,Syntrophobacter sp. SbD1
MATE_MAG_0426_Deltaproteobacterium_sp._OalgD1a_Deltaproteobacteria,146479,Olavius algarvensis sulfate-reducing endosymbiont
